category_path,emission_type,fuel_type,factor_value,unit_cn,source
采矿业 > 石油天然气生产企业 > 燃料燃烧 > 化石燃料燃烧 > 煤炭 > 甲烷,甲烷,焦炭,1,因子 (kgCH₄/TJ),数据来源于《2006年IPCC清单指南》
采矿业 > 石油天然气生产企业 > 燃料燃烧 > 化石燃料燃烧 > 煤炭 > 甲烷,甲烷,焦炉煤气,1,因子 (kgCH₄/TJ),数据来源于《2006年IPCC清单指南》
采矿业 > 石油天然气生产企业 > 燃料燃烧 > 化石燃料燃烧 > 煤炭 > 甲烷,甲烷,高炉煤气,1,因子 (kgCH₄/TJ),数据来源于《2006年IPCC清单指南》
采矿业 > 石油天然气生产企业 > 燃料燃烧 > 化石燃料燃烧 > 煤炭 > 甲烷,甲烷,转炉煤气,1,因子 (kgCH₄/TJ),数据来源于《2006年IPCC清单指南》
采矿业 > 石油天然气生产企业 > 燃料燃烧 > 化石燃料燃烧 > 煤炭 > 甲烷,甲烷,其他煤气,1,因子 (kgCH₄/TJ),数据来源于《2006年IPCC清单指南》
采矿业 > 石油天然气生产企业 > 燃料燃烧 > 化石燃料燃烧 > 煤炭 > 氧化亚氮,氧化亚氮,无烟煤,1.5,因子 (kgN₂O/TJ),数据来源于《2006年IPCC清单指南》
采矿业 > 石油天然气生产企业 > 燃料燃烧 > 化石燃料燃烧 > 煤炭 > 氧化亚氮,氧化亚氮,炼焦烟煤,1.5,因子 (kgN₂O/TJ),数据来源于《2006年IPCC清单指南》
采矿业 > 石油天然气生产企业 > 燃料燃烧 > 化石燃料燃烧 > 煤炭 > 氧化亚氮,氧化亚氮,一般烟煤,1.5,因子 (kgN₂O/TJ),数据来源于《2006年IPCC清单指南》
采矿业 > 石油天然气生产企业 > 燃料燃烧 > 化石燃料燃烧 > 煤炭 > 氧化亚氮,氧化亚氮,褐煤,1.5,因子 (kgN₂O/TJ),数据来源于《2006年IPCC清单指南》
采矿业 > 石油天然气生产企业 > 燃料燃烧 > 化石燃料燃烧 > 煤炭 > 氧化亚氮,氧化亚氮,煤制品,1.5,因子 (kgN₂O/TJ),数据来源于《2006年IPCC清单指南》
采矿业 > 石油天然气生产企业 > 燃料燃烧 > 化石燃料燃烧 > 煤炭 > 氧化亚氮,氧化亚氮,焦炭,1.5,因子 (kgN₂O/TJ),数据来源于《2006年IPCC清单指南》
采矿业 > 石油天然气生产企业 > 燃料燃烧 > 化石燃料燃烧 > 煤炭 > 氧化亚氮,氧化亚氮,焦炉煤气,0.1,因子 (kgN₂O/TJ),数据来源于《2006年IPCC清单指南》
采矿业 > 石油天然气生产企业 > 燃料燃烧 > 化石燃料燃烧 > 煤炭 > 氧化亚氮,氧化亚氮,高炉煤气,0.1,因子 (kgN₂O/TJ),数据来源于《2006年IPCC清单指南》
采矿业 > 石油天然气生产企业 > 燃料燃烧 > 化石燃料燃烧 > 煤炭 > 氧化亚氮,氧化亚氮,转炉煤气,0.1,因子 (kgN₂O/TJ),数据来源于《2006年IPCC清单指南》
采矿业 > 石油天然气生产企业 > 燃料燃烧 > 化石燃料燃烧 > 煤炭 > 氧化亚氮,氧化亚氮,其他煤气,0.1,因子 (kgN₂O/TJ),数据来源于《2006年IPCC清单指南》
采矿业 > 石油天然气生产企业 > 燃料燃烧 > 化石燃料燃烧 > 石油 > 二氧化碳,二氧化碳,原油,73.3,因子  (tCO₂/TJ),数据来源于《2006年IPCC清单指南》
采矿业 > 石油天然气生产企业 > 燃料燃烧 > 化石燃料燃烧 > 石油 > 二氧化碳,二氧化碳,汽油,69.3,因子  (tCO₂/TJ),数据来源于《2006年IPCC清单指南》
采矿业 > 石油天然气生产企业 > 燃料燃烧 > 化石燃料燃烧 > 石油 > 二氧化碳,二氧化碳,煤油,71.9,因子  (tCO₂/TJ),数据来源于《2006年IPCC清单指南》
采矿业 > 石油天然气生产企业 > 燃料燃烧 > 化石燃料燃烧 > 石油 > 二氧化碳,二氧化碳,柴油,74.1,因子  (tCO₂/TJ),数据来源于《2006年IPCC清单指南》
采矿业 > 石油天然气生产企业 > 燃料燃烧 > 化石燃料燃烧 > 石油 > 二氧化碳,二氧化碳,燃料油,77.4,因子  (tCO₂/TJ),数据来源于《2006年IPCC清单指南》
采矿业 > 石油天然气生产企业 > 燃料燃烧 > 化石燃料燃烧 > 石油 > 二氧化碳,二氧化碳,石脑油,73.3,因子  (tCO₂/TJ),数据来源于《2006年IPCC清单指南》
采矿业 > 石油天然气生产企业 > 燃料燃烧 > 化石燃料燃烧 > 石油 > 二氧化碳,二氧化碳,润滑油,73.3,因子  (tCO₂/TJ),数据来源于《2006年IPCC清单指南》
采矿业 > 石油天然气生产企业 > 燃料燃烧 > 化石燃料燃烧 > 石油 > 二氧化碳,二氧化碳,石蜡,73.3,因子  (tCO₂/TJ),数据来源于《2006年IPCC清单指南》
采矿业 > 石油天然气生产企业 > 燃料燃烧 > 化石燃料燃烧 > 石油 > 二氧化碳,二氧化碳,溶剂油,73.3,因子  (tCO₂/TJ),数据来源于《2006年IPCC清单指南》
采矿业 > 石油天然气生产企业 > 燃料燃烧 > 化石燃料燃烧 > 石油 > 二氧化碳,二氧化碳,石油沥青,80.7,因子  (tCO₂/TJ),数据来源于《2006年IPCC清单指南》
采矿业 > 石油天然气生产企业 > 燃料燃烧 > 化石燃料燃烧 > 石油 > 二氧化碳,二氧化碳,石油焦,97.5,因子  (tCO₂/TJ),数据来源于《2006年IPCC清单指南》
采矿业 > 石油天然气生产企业 > 燃料燃烧 > 化石燃料燃烧 > 石油 > 二氧化碳,二氧化碳,液化石油气,63.1,因子  (tCO₂/TJ),数据来源于《2006年IPCC清单指南》
采矿业 > 石油天然气生产企业 > 燃料燃烧 > 化石燃料燃烧 > 石油 > 二氧化碳,二氧化碳,炼厂干气,57.6,因子  (tCO₂/TJ),数据来源于《2006年IPCC清单指南》
采矿业 > 石油天然气生产企业 > 燃料燃烧 > 化石燃料燃烧 > 石油 > 二氧化碳,二氧化碳,其他石油制品,73.3,因子  (tCO₂/TJ),数据来源于《2006年IPCC清单指南》
采矿业 > 石油天然气生产企业 > 燃料燃烧 > 化石燃料燃烧 > 石油 > 甲烷,甲烷,原油,3,因子 (kgCH₄/TJ),数据来源于《2006年IPCC清单指南》
采矿业 > 石油天然气生产企业 > 燃料燃烧 > 化石燃料燃烧 > 石油 > 甲烷,甲烷,汽油,3,因子 (kgCH₄/TJ),数据来源于《2006年IPCC清单指南》
采矿业 > 石油天然气生产企业 > 燃料燃烧 > 化石燃料燃烧 > 石油 > 甲烷,甲烷,煤油,3,因子 (kgCH₄/TJ),数据来源于《2006年IPCC清单指南》
采矿业 > 石油天然气生产企业 > 燃料燃烧 > 化石燃料燃烧 > 石油 > 甲烷,甲烷,柴油,3,因子 (kgCH₄/TJ),数据来源于《2006年IPCC清单指南》
采矿业 > 石油天然气生产企业 > 燃料燃烧 > 化石燃料燃烧 > 石油 > 甲烷,甲烷,燃料油,3,因子 (kgCH₄/TJ),数据来源于《2006年IPCC清单指南》
采矿业 > 石油天然气生产企业 > 燃料燃烧 > 化石燃料燃烧 > 石油 > 甲烷,甲烷,石脑油,3,因子 (kgCH₄/TJ),数据来源于《2006年IPCC清单指南》
采矿业 > 石油天然气生产企业 > 燃料燃烧 > 化石燃料燃烧 > 石油 > 甲烷,甲烷,润滑油,3,因子 (kgCH₄/TJ),数据来源于《2006年IPCC清单指南》
采矿业 > 石油天然气生产企业 > 燃料燃烧 > 化石燃料燃烧 > 石油 > 甲烷,甲烷,石蜡,3,因子 (kgCH₄/TJ),数据来源于《2006年IPCC清单指南》
采矿业 > 石油天然气生产企业 > 燃料燃烧 > 化石燃料燃烧 > 石油 > 甲烷,甲烷,溶剂油,3,因子 (kgCH₄/TJ),数据来源于《2006年IPCC清单指南》
采矿业 > 石油天然气生产企业 > 燃料燃烧 > 化石燃料燃烧 > 石油 > 甲烷,甲烷,石油沥青,3,因子 (kgCH₄/TJ),数据来源于《2006年IPCC清单指南》
采矿业 > 石油天然气生产企业 > 燃料燃烧 > 化石燃料燃烧 > 石油 > 甲烷,甲烷,石油焦,3,因子 (kgCH₄/TJ),数据来源于《2006年IPCC清单指南》
采矿业 > 石油天然气生产企业 > 燃料燃烧 > 化石燃料燃烧 > 石油 > 甲烷,甲烷,液化石油气,1,因子 (kgCH₄/TJ),数据来源于《2006年IPCC清单指南》
采矿业 > 石油天然气生产企业 > 燃料燃烧 > 化石燃料燃烧 > 石油 > 甲烷,甲烷,炼厂干气,1,因子 (kgCH₄/TJ),数据来源于《2006年IPCC清单指南》
采矿业 > 石油天然气生产企业 > 燃料燃烧 > 化石燃料燃烧 > 石油 > 甲烷,甲烷,其他石油制品,3,因子 (kgCH₄/TJ),数据来源于《2006年IPCC清单指南》
采矿业 > 石油天然气生产企业 > 燃料燃烧 > 化石燃料燃烧 > 石油 > 氧化亚氮,氧化亚氮,原油,0.6,因子 (kgCH₄/TJ),数据来源于《2006年IPCC清单指南》
采矿业 > 石油天然气生产企业 > 燃料燃烧 > 化石燃料燃烧 > 石油 > 氧化亚氮,氧化亚氮,汽油,0.6,因子 (kgCH₄/TJ),数据来源于《2006年IPCC清单指南》
采矿业 > 石油天然气生产企业 > 燃料燃烧 > 化石燃料燃烧 > 石油 > 氧化亚氮,氧化亚氮,煤油,0.6,因子 (kgCH₄/TJ),数据来源于《2006年IPCC清单指南》
采矿业 > 石油天然气生产企业 > 燃料燃烧 > 化石燃料燃烧 > 石油 > 氧化亚氮,氧化亚氮,柴油,0.6,因子 (kgCH₄/TJ),数据来源于《2006年IPCC清单指南》
采矿业 > 石油天然气生产企业 > 燃料燃烧 > 化石燃料燃烧 > 石油 > 氧化亚氮,氧化亚氮,燃料油,0.6,因子 (kgCH₄/TJ),数据来源于《2006年IPCC清单指南》
采矿业 > 石油天然气生产企业 > 燃料燃烧 > 化石燃料燃烧 > 石油 > 氧化亚氮,氧化亚氮,石脑油,0.6,因子 (kgCH₄/TJ),数据来源于《2006年IPCC清单指南》
采矿业 > 石油天然气生产企业 > 燃料燃烧 > 化石燃料燃烧 > 石油 > 氧化亚氮,氧化亚氮,润滑油,0.6,因子 (kgCH₄/TJ),数据来源于《2006年IPCC清单指南》
采矿业 > 石油天然气生产企业 > 燃料燃烧 > 化石燃料燃烧 > 石油 > 氧化亚氮,氧化亚氮,石蜡,0.6,因子 (kgCH₄/TJ),数据来源于《2006年IPCC清单指南》
采矿业 > 石油天然气生产企业 > 燃料燃烧 > 化石燃料燃烧 > 石油 > 氧化亚氮,氧化亚氮,溶剂油,0.6,因子 (kgCH₄/TJ),数据来源于《2006年IPCC清单指南》
采矿业 > 石油天然气生产企业 > 燃料燃烧 > 化石燃料燃烧 > 石油 > 氧化亚氮,氧化亚氮,石油沥青,0.6,因子 (kgCH₄/TJ),数据来源于《2006年IPCC清单指南》
采矿业 > 石油天然气生产企业 > 燃料燃烧 > 化石燃料燃烧 > 石油 > 氧化亚氮,氧化亚氮,石油焦,0.6,因子 (kgCH₄/TJ),数据来源于《2006年IPCC清单指南》
采矿业 > 石油天然气生产企业 > 燃料燃烧 > 化石燃料燃烧 > 石油 > 氧化亚氮,氧化亚氮,液化石油气,0.1,因子 (kgCH₄/TJ),数据来源于《2006年IPCC清单指南》
采矿业 > 石油天然气生产企业 > 燃料燃烧 > 化石燃料燃烧 > 石油 > 氧化亚氮,氧化亚氮,炼厂干气,0.1,因子 (kgCH₄/TJ),数据来源于《2006年IPCC清单指南》
采矿业 > 石油天然气生产企业 > 燃料燃烧 > 化石燃料燃烧 > 石油 > 氧化亚氮,氧化亚氮,其他石油制品,0.6,因子 (kgCH₄/TJ),数据来源于《2006年IPCC清单指南》
采矿业 > 石油天然气生产企业 > 燃料燃烧 > 化石燃料燃烧 > 天然气 > 二氧化碳 > 天然气,天然气,天然气,57.2,因子  (tCO₂/TJ),本土化数据，油气企业抽样实测数据
采矿业 > 石油天然气生产企业 > 燃料燃烧 > 化石燃料燃烧 > 天然气 > 二氧化碳 > 液化天然气,液化天然气,液化天然气,56.8,因子  (tCO₂/TJ),本土化数据，油气企业抽样实测数据
采矿业 > 石油天然气生产企业 > 燃料燃烧 > 化石燃料燃烧 > 天然气 > 甲烷,甲烷,天然气,1,因子 (kgCH₄/TJ),数据来源于《2006年IPCC清单指南》
采矿业 > 石油天然气生产企业 > 燃料燃烧 > 化石燃料燃烧 > 天然气 > 氧化亚氮,氧化亚氮,天然气,0.1,因子 (kgN₂O/TJ),数据来源于《2006年IPCC清单指南》
采矿业 > 石油天然气生产企业 > 燃料燃烧 > 生物质燃料燃烧 > 二氧化碳,二氧化碳,农业废弃物,100000,因子  (kgCO₂/TJ),数据来源于《2006年IPCC清单指南》
采矿业 > 石油天然气生产企业 > 燃料燃烧 > 生物质燃料燃烧 > 二氧化碳,二氧化碳,薪柴,112000,因子  (kgCO₂/TJ),数据来源于《2006年IPCC清单指南》
采矿业 > 石油天然气生产企业 > 燃料燃烧 > 生物质燃料燃烧 > 二氧化碳,二氧化碳,木炭,112000,因子  (kgCO₂/TJ),数据来源于《2006年IPCC清单指南》
采矿业 > 石油天然气生产企业 > 燃料燃烧 > 生物质燃料燃烧 > 二氧化碳,二氧化碳,动物粪便,100000,因子  (kgCO₂/TJ),数据来源于《2006年IPCC清单指南》
采矿业 > 石油天然气生产企业 > 燃料燃烧 > 生物质燃料燃烧 > 二氧化碳,二氧化碳,沼气,54600,因子  (kgCO₂/TJ),数据来源于《2006年IPCC清单指南》
采矿业 > 石油天然气生产企业 > 燃料燃烧 > 生物质燃料燃烧 > 二氧化碳,二氧化碳,其他生物气体,54600,因子  (kgCO₂/TJ),数据来源于《2006年IPCC清单指南》
采矿业 > 石油天然气生产企业 > 燃料燃烧 > 生物质燃料燃烧 > 二氧化碳,二氧化碳,城市生活垃圾(生物成因),100000,因子  (kgCO₂/TJ),数据来源于《2006年IPCC清单指南》
采矿业 > 石油天然气生产企业 > 燃料燃烧 > 生物质燃料燃烧 > 二氧化碳,二氧化碳,生物汽油,70800,因子  (kgCO₂/TJ),数据来源于《2006年IPCC清单指南》
采矿业 > 石油天然气生产企业 > 燃料燃烧 > 生物质燃料燃烧 > 二氧化碳,二氧化碳,生物柴油,70800,因子  (kgCO₂/TJ),数据来源于《2006年IPCC清单指南》
采矿业 > 石油天然气生产企业 > 燃料燃烧 > 生物质燃料燃烧 > 二氧化碳,二氧化碳,其他液体生物质燃料,79600,因子  (kgCO₂/TJ),数据来源于《2006年IPCC清单指南》
采矿业 > 石油天然气生产企业 > 逸散 > 天然气系统 > 生产和集输,生产和集输,集气站(陆上),1.29,甲烷无组织排放因子 (tCH₄/Station),本土化数据，油气企业抽样实测数据
采矿业 > 石油天然气生产企业 > 逸散 > 天然气系统 > 生产和集输,生产和集输,增压站(陆上),2.20,甲烷无组织排放因子 (tCH₄/Station),本土化数据，油气企业抽样实测数据
采矿业 > 石油天然气生产企业 > 逸散 > 天然气系统 > 生产和集输,生产和集输,井口装置(中浅层煤层气),0.20,甲烷无组织排放因子 (tCH₄/Station),本土化数据，油气企业抽样实测数据
采矿业 > 石油天然气生产企业 > 逸散 > 天然气系统 > 生产和集输,生产和集输,井口装置(海上),0.03,甲烷无组织排放因子 (tCH₄/Station),本土化数据，油气企业抽样实测数据
采矿业 > 石油天然气生产企业 > 逸散 > 天然气系统 > 生产和集输,生产和集输,井口平台/中心平台(海上),0.53,甲烷无组织排放因子 (tCH₄/Station),本土化数据，油气企业抽样实测数据
采矿业 > 石油天然气生产企业 > 逸散 > 天然气系统 > 生产和集输,生产和集输,陆地终端,1.20,甲烷无组织排放因子 (tCH₄/Station),本土化数据，油气企业抽样实测数据
采矿业 > 石油天然气生产企业 > 逸散 > 天然气系统 > 处理,处理,天然气处理(陆上),2.27,甲烷无组织排放因子 (tCH₄/10⁸Nm³),本土化数据，油气企业抽样实测数据
采矿业 > 石油天然气生产企业 > 逸散 > 天然气系统 > 输送和储存,输送和储存,压气站-阀门,0.49,甲烷无组织排放因子 (kgCH₄/Component),本土化数据，油气企业抽样实测数据
采矿业 > 石油天然气生产企业 > 逸散 > 天然气系统 > 输送和储存,输送和储存,压气站-法兰,0.13,甲烷无组织排放因子 (kgCH₄/Component),本土化数据，油气企业抽样实测数据
采矿业 > 石油天然气生产企业 > 逸散 > 天然气系统 > 输送和储存,输送和储存,压气站-开口管线,6.13,甲烷无组织排放因子 (kgCH₄/Component),本土化数据，油气企业抽样实测数据
采矿业 > 石油天然气生产企业 > 逸散 > 天然气系统 > 输送和储存,输送和储存,压气站-连接件,0.25,甲烷无组织排放因子 (kgCH₄/Component),本土化数据，油气企业抽样实测数据
采矿业 > 石油天然气生产企业 > 逸散 > 天然气系统 > 输送和储存,输送和储存,压气站-泄压设备,0.09,甲烷无组织排放因子 (kgCH₄/Component),本土化数据，油气企业抽样实测数据
采矿业 > 石油天然气生产企业 > 净购入电力与热力 > 电力消费 > 电力平均二氧化碳排放因子 > 全国电力平均二氧化碳排放因子,全国电力平均二氧化碳排放因子,全国,0.5306,2023年因子 (kgCO₂/kWh),本土化数据，数据来源于生态环境部、国家统计局《关于发布2023年电力二氧化碳排放因子的公告》（公告2025年第47号）
采矿业 > 石油天然气生产企业 > 净购入电力与热力 > 电力消费 > 电力平均二氧化碳排放因子 > 区域电力平均二氧化碳排放因子,区域电力平均二氧化碳排放因子,华北,0.6361,2023年因子 (kgCO₂/kWh),本土化数据，数据来源于生态环境部、国家统计局《关于发布2023年电力二氧化碳排放因子的公告》（公告2025年第47号）
采矿业 > 石油天然气生产企业 > 净购入电力与热力 > 电力消费 > 电力平均二氧化碳排放因子 > 区域电力平均二氧化碳排放因子,区域电力平均二氧化碳排放因子,东北,0.5122,2023年因子 (kgCO₂/kWh),本土化数据，数据来源于生态环境部、国家统计局《关于发布2023年电力二氧化碳排放因子的公告》（公告2025年第47号）
采矿业 > 石油天然气生产企业 > 净购入电力与热力 > 电力消费 > 电力平均二氧化碳排放因子 > 区域电力平均二氧化碳排放因子,区域电力平均二氧化碳排放因子,华东,0.55,2023年因子 (kgCO₂/kWh),本土化数据，数据来源于生态环境部、国家统计局《关于发布2023年电力二氧化碳排放因子的公告》（公告2025年第47号）
采矿业 > 石油天然气生产企业 > 净购入电力与热力 > 电力消费 > 电力平均二氧化碳排放因子 > 区域电力平均二氧化碳排放因子,区域电力平均二氧化碳排放因子,华中,0.5271,2023年因子 (kgCO₂/kWh),本土化数据，数据来源于生态环境部、国家统计局《关于发布2023年电力二氧化碳排放因子的公告》（公告2025年第47号）
采矿业 > 石油天然气生产企业 > 净购入电力与热力 > 电力消费 > 电力平均二氧化碳排放因子 > 区域电力平均二氧化碳排放因子,区域电力平均二氧化碳排放因子,西北,0.5543,2023年因子 (kgCO₂/kWh),本土化数据，数据来源于生态环境部、国家统计局《关于发布2023年电力二氧化碳排放因子的公告》（公告2025年第47号）
采矿业 > 石油天然气生产企业 > 净购入电力与热力 > 电力消费 > 电力平均二氧化碳排放因子 > 区域电力平均二氧化碳排放因子,区域电力平均二氧化碳排放因子,南方,0.4042,2023年因子 (kgCO₂/kWh),本土化数据，数据来源于生态环境部、国家统计局《关于发布2023年电力二氧化碳排放因子的公告》（公告2025年第47号）
采矿业 > 石油天然气生产企业 > 净购入电力与热力 > 电力消费 > 电力平均二氧化碳排放因子 > 区域电力平均二氧化碳排放因子,区域电力平均二氧化碳排放因子,西南,0.2472,2023年因子 (kgCO₂/kWh),本土化数据，数据来源于生态环境部、国家统计局《关于发布2023年电力二氧化碳排放因子的公告》（公告2025年第47号）
采矿业 > 石油天然气生产企业 > 净购入电力与热力 > 电力消费 > 电力平均二氧化碳排放因子 > 省级电力平均二氧化碳排放因子,省级电力平均二氧化碳排放因子,北京,0.5554,2023年因子 (kgCO₂/kWh),本土化数据，数据来源于生态环境部、国家统计局《关于发布2023年电力二氧化碳排放因子的公告》（公告2025年第47号）
采矿业 > 石油天然气生产企业 > 净购入电力与热力 > 电力消费 > 电力平均二氧化碳排放因子 > 省级电力平均二氧化碳排放因子,省级电力平均二氧化碳排放因子,天津,0.6796,2023年因子 (kgCO₂/kWh),本土化数据，数据来源于生态环境部、国家统计局《关于发布2023年电力二氧化碳排放因子的公告》（公告2025年第47号）
采矿业 > 石油天然气生产企业 > 净购入电力与热力 > 电力消费 > 电力平均二氧化碳排放因子 > 省级电力平均二氧化碳排放因子,省级电力平均二氧化碳排放因子,河北,0.6516,2023年因子 (kgCO₂/kWh),本土化数据，数据来源于生态环境部、国家统计局《关于发布2023年电力二氧化碳排放因子的公告》（公告2025年第47号）
采矿业 > 石油天然气生产企业 > 净购入电力与热力 > 电力消费 > 电力平均二氧化碳排放因子 > 省级电力平均二氧化碳排放因子,省级电力平均二氧化碳排放因子,山西,0.6634,2023年因子 (kgCO₂/kWh),本土化数据，数据来源于生态环境部、国家统计局《关于发布2023年电力二氧化碳排放因子的公告》（公告2025年第47号）
采矿业 > 石油天然气生产企业 > 净购入电力与热力 > 电力消费 > 电力平均二氧化碳排放因子 > 省级电力平均二氧化碳排放因子,省级电力平均二氧化碳排放因子,内蒙古,0.6479,2023年因子 (kgCO₂/kWh),本土化数据，数据来源于生态环境部、国家统计局《关于发布2023年电力二氧化碳排放因子的公告》（公告2025年第47号）
采矿业 > 石油天然气生产企业 > 净购入电力与热力 > 电力消费 > 电力平均二氧化碳排放因子 > 省级电力平均二氧化碳排放因子,省级电力平均二氧化碳排放因子,辽宁,0.4878,2023年因子 (kgCO₂/kWh),本土化数据，数据来源于生态环境部、国家统计局《关于发布2023年电力二氧化碳排放因子的公告》（公告2025年第47号）
采矿业 > 石油天然气生产企业 > 净购入电力与热力 > 电力消费 > 电力平均二氧化碳排放因子 > 省级电力平均二氧化碳排放因子,省级电力平均二氧化碳排放因子,吉林,0.4671,2023年因子 (kgCO₂/kWh),本土化数据，数据来源于生态环境部、国家统计局《关于发布2023年电力二氧化碳排放因子的公告》（公告2025年第47号）
采矿业 > 石油天然气生产企业 > 净购入电力与热力 > 电力消费 > 电力平均二氧化碳排放因子 > 省级电力平均二氧化碳排放因子,省级电力平均二氧化碳排放因子,黑龙江,0.5229,2023年因子 (kgCO₂/kWh),本土化数据，数据来源于生态环境部、国家统计局《关于发布2023年电力二氧化碳排放因子的公告》（公告2025年第47号）
采矿业 > 石油天然气生产企业 > 净购入电力与热力 > 电力消费 > 电力平均二氧化碳排放因子 > 省级电力平均二氧化碳排放因子,省级电力平均二氧化碳排放因子,上海,0.5737,2023年因子 (kgCO₂/kWh),本土化数据，数据来源于生态环境部、国家统计局《关于发布2023年电力二氧化碳排放因子的公告》（公告2025年第47号）
采矿业 > 石油天然气生产企业 > 净购入电力与热力 > 电力消费 > 电力平均二氧化碳排放因子 > 省级电力平均二氧化碳排放因子,省级电力平均二氧化碳排放因子,江苏,0.5827,2023年因子 (kgCO₂/kWh),本土化数据，数据来源于生态环境部、国家统计局《关于发布2023年电力二氧化碳排放因子的公告》（公告2025年第47号）
采矿业 > 石油天然气生产企业 > 净购入电力与热力 > 电力消费 > 电力平均二氧化碳排放因子 > 省级电力平均二氧化碳排放因子,省级电力平均二氧化碳排放因子,浙江,0.4974,2023年因子 (kgCO₂/kWh),本土化数据，数据来源于生态环境部、国家统计局《关于发布2023年电力二氧化碳排放因子的公告》（公告2025年第47号）
采矿业 > 石油天然气生产企业 > 净购入电力与热力 > 电力消费 > 电力平均二氧化碳排放因子 > 省级电力平均二氧化碳排放因子,省级电力平均二氧化碳排放因子,安徽,0.6553,2023年因子 (kgCO₂/kWh),本土化数据，数据来源于生态环境部、国家统计局《关于发布2023年电力二氧化碳排放因子的公告》（公告2025年第47号）
采矿业 > 石油天然气生产企业 > 净购入电力与热力 > 电力消费 > 电力平均二氧化碳排放因子 > 省级电力平均二氧化碳排放因子,省级电力平均二氧化碳排放因子,福建,0.4211,2023年因子 (kgCO₂/kWh),本土化数据，数据来源于生态环境部、国家统计局《关于发布2023年电力二氧化碳排放因子的公告》（公告2025年第47号）
采矿业 > 石油天然气生产企业 > 净购入电力与热力 > 电力消费 > 电力平均二氧化碳排放因子 > 省级电力平均二氧化碳排放因子,省级电力平均二氧化碳排放因子,江西,0.5836,2023年因子 (kgCO₂/kWh),本土化数据，数据来源于生态环境部、国家统计局《关于发布2023年电力二氧化碳排放因子的公告》（公告2025年第47号）
采矿业 > 石油天然气生产企业 > 净购入电力与热力 > 电力消费 > 电力平均二氧化碳排放因子 > 省级电力平均二氧化碳排放因子,省级电力平均二氧化碳排放因子,山东,0.6191,2023年因子 (kgCO₂/kWh),本土化数据，数据来源于生态环境部、国家统计局《关于发布2023年电力二氧化碳排放因子的公告》（公告2025年第47号）
采矿业 > 石油天然气生产企业 > 净购入电力与热力 > 电力消费 > 电力平均二氧化碳排放因子 > 省级电力平均二氧化碳排放因子,省级电力平均二氧化碳排放因子,河南,0.5897,2023年因子 (kgCO₂/kWh),本土化数据，数据来源于生态环境部、国家统计局《关于发布2023年电力二氧化碳排放因子的公告》（公告2025年第47号）
采矿业 > 石油天然气生产企业 > 净购入电力与热力 > 电力消费 > 电力平均二氧化碳排放因子 > 省级电力平均二氧化碳排放因子,省级电力平均二氧化碳排放因子,湖北,0.4044,2023年因子 (kgCO₂/kWh),本土化数据，数据来源于生态环境部、国家统计局《关于发布2023年电力二氧化碳排放因子的公告》（公告2025年第47号）
采矿业 > 石油天然气生产企业 > 净购入电力与热力 > 电力消费 > 电力平均二氧化碳排放因子 > 省级电力平均二氧化碳排放因子,省级电力平均二氧化碳排放因子,湖南,0.4976,2023年因子 (kgCO₂/kWh),本土化数据，数据来源于生态环境部、国家统计局《关于发布2023年电力二氧化碳排放因子的公告》（公告2025年第47号）
采矿业 > 石油天然气生产企业 > 净购入电力与热力 > 电力消费 > 电力平均二氧化碳排放因子 > 省级电力平均二氧化碳排放因子,省级电力平均二氧化碳排放因子,广东,0.4419,2023年因子 (kgCO₂/kWh),本土化数据，数据来源于生态环境部、国家统计局《关于发布2023年电力二氧化碳排放因子的公告》（公告2025年第47号）
采矿业 > 石油天然气生产企业 > 净购入电力与热力 > 电力消费 > 电力平均二氧化碳排放因子 > 省级电力平均二氧化碳排放因子,省级电力平均二氧化碳排放因子,广西,0.4476,2023年因子 (kgCO₂/kWh),本土化数据，数据来源于生态环境部、国家统计局《关于发布2023年电力二氧化碳排放因子的公告》（公告2025年第47号）
采矿业 > 石油天然气生产企业 > 净购入电力与热力 > 电力消费 > 电力平均二氧化碳排放因子 > 省级电力平均二氧化碳排放因子,省级电力平均二氧化碳排放因子,海南,0.3648,2023年因子 (kgCO₂/kWh),本土化数据，数据来源于生态环境部、国家统计局《关于发布2023年电力二氧化碳排放因子的公告》（公告2025年第47号）
采矿业 > 石油天然气生产企业 > 净购入电力与热力 > 电力消费 > 电力平均二氧化碳排放因子 > 省级电力平均二氧化碳排放因子,省级电力平均二氧化碳排放因子,重庆,0.5581,2023年因子 (kgCO₂/kWh),本土化数据，数据来源于生态环境部、国家统计局《关于发布2023年电力二氧化碳排放因子的公告》（公告2025年第47号）
采矿业 > 石油天然气生产企业 > 净购入电力与热力 > 电力消费 > 电力平均二氧化碳排放因子 > 省级电力平均二氧化碳排放因子,省级电力平均二氧化碳排放因子,四川,0.1564,2023年因子 (kgCO₂/kWh),本土化数据，数据来源于生态环境部、国家统计局《关于发布2023年电力二氧化碳排放因子的公告》（公告2025年第47号）
采矿业 > 石油天然气生产企业 > 净购入电力与热力 > 电力消费 > 电力平均二氧化碳排放因子 > 省级电力平均二氧化碳排放因子,省级电力平均二氧化碳排放因子,贵州,0.5683,2023年因子 (kgCO₂/kWh),本土化数据，数据来源于生态环境部、国家统计局《关于发布2023年电力二氧化碳排放因子的公告》（公告2025年第47号）
