product_name,product_name_en,product_id,category,model,cf_value,cf_unit,quality_score,data_year,functional_unit
桌子,table,38590X0012018A,首页 > 其他可运输货物，金属制品、机械和设备除外 > 家具；其他未另列明的可运输货物 > 娱乐用具及玩具 > 用于露天游乐场、桌子和室内游戏的其他设备（包括用于台球戏、弹球机、纸牌游戏及自动滚木球专用桌台的设备），不包括使用电视接收机的电视游戏,四人餐桌,15,kgCO2e,3,2018,个
木椅,wooden chair,38590X0022018A,首页 > 其他可运输货物，金属制品、机械和设备除外 > 家具；其他未另列明的可运输货物 > 娱乐用具及玩具 > 用于露天游乐场、桌子和室内游戏的其他设备（包括用于台球戏、弹球机、纸牌游戏及自动滚木球专用桌台的设备），不包括使用电视接收机的电视游戏,,4.9,kgCO2e,3,2018,个
塑料椅子,plastic chair,38590X0032018A,首页 > 其他可运输货物，金属制品、机械和设备除外 > 家具；其他未另列明的可运输货物 > 娱乐用具及玩具 > 用于露天游乐场、桌子和室内游戏的其他设备（包括用于台球戏、弹球机、纸牌游戏及自动滚木球专用桌台的设备），不包括使用电视接收机的电视游戏,,30,kgCO2e,3,2018,个
混合椅,hybrid chair,38590X0042018A,首页 > 其他可运输货物，金属制品、机械和设备除外 > 家具；其他未另列明的可运输货物 > 娱乐用具及玩具 > 用于露天游乐场、桌子和室内游戏的其他设备（包括用于台球戏、弹球机、纸牌游戏及自动滚木球专用桌台的设备），不包括使用电视接收机的电视游戏,,7.8,kgCO2e,3,2018,个
储藏柜,cabinet,38590X0052018A,首页 > 其他可运输货物，金属制品、机械和设备除外 > 家具；其他未另列明的可运输货物 > 娱乐用具及玩具 > 用于露天游乐场、桌子和室内游戏的其他设备（包括用于台球戏、弹球机、纸牌游戏及自动滚木球专用桌台的设备），不包括使用电视接收机的电视游戏,,553,kgCO2e,3,2018,个
Xbox Series S 家庭游戏机,Xbox Series S,38581X0012022B,首页 > 其他可运输货物，金属制品、机械和设备除外 > 家具；其他未另列明的可运输货物 > 娱乐用具及玩具 > 电视游戏机,Xbox Series S,559,kgCO2e,5,2022,台
Xbox One S 家庭游戏机,Xbox One S,38581X0022020B,首页 > 其他可运输货物，金属制品、机械和设备除外 > 家具；其他未另列明的可运输货物 > 娱乐用具及玩具 > 电视游戏机,Xbox One S,505,kgCO2e,5,2020,台
Xbox One X 家庭游戏机,Xbox One X,38581X0032020B,首页 > 其他可运输货物，金属制品、机械和设备除外 > 家具；其他未另列明的可运输货物 > 娱乐用具及玩具 > 电视游戏机,Xbox One X,745,kgCO2e,5,2020,台
汽车座椅,Automobile Seat,38119X0012023A,首页 > 其他可运输货物，金属制品、机械和设备除外 > 家具；其他未另列明的可运输货物 > 家具 > 其他座椅,,61.38,kgCO2e,4,2023,个
刨花板,particleboard,10160A0052016A,首页 > 其他可运输货物，金属制品、机械和设备除外 > 家具；其他未另列明的可运输货物 > 家具 > 办公室用的其他木制家具,,410.79,kgCO2e,4,2016,m3
嵌条板家具,melamine board furniture,10160A0062015A,首页 > 其他可运输货物，金属制品、机械和设备除外 > 家具；其他未另列明的可运输货物 > 家具 > 办公室用的其他木制家具,,101.33,kgCO2e,4,2015,件
拼板家具,veneer board furniture,10160A0072015A,首页 > 其他可运输货物，金属制品、机械和设备除外 > 家具；其他未另列明的可运输货物 > 家具 > 办公室用的其他木制家具,,90.97,kgCO2e,4,2015,件
木皮板家具,jointed board furniture,10160A0082015A,首页 > 其他可运输货物，金属制品、机械和设备除外 > 家具；其他未另列明的可运输货物 > 家具 > 办公室用的其他木制家具,,74.66,kgCO2e,4,2015,件
三聚氰胺板家具,slit plate furniture,10160A0092015A,首页 > 其他可运输货物，金属制品、机械和设备除外 > 家具；其他未另列明的可运输货物 > 家具 > 办公室用的其他木制家具,,55.87,kgCO2e,4,2015,件
木家具,Wooden furniture,38122X0162022B,首页 > 其他可运输货物，金属制品、机械和设备除外 > 家具；其他未另列明的可运输货物 > 家具 > 办公室用的其他木制家具,,246,kgCO2e,3,2022,m3
椅子,Stool with backrest,38122X0072022A,首页 > 其他可运输货物，金属制品、机械和设备除外 > 家具；其他未另列明的可运输货物 > 家具 > 办公室用的其他木制家具,CP20200200011-03,74.55,kgCO2e,5,2022,台
凳子,Stool,38122X0082022A,首页 > 其他可运输货物，金属制品、机械和设备除外 > 家具；其他未另列明的可运输货物 > 家具 > 办公室用的其他木制家具,CP20200200011-02,64.6,kgCO2e,4,2022,台
实木板书柜,Solid Wood Board Bookshelf,38122X0172025A,首页 > 其他可运输货物，金属制品、机械和设备除外 > 家具；其他未另列明的可运输货物 > 家具 > 办公室用的其他木制家具,,55.04,kgCO2e,5,2025,件
金属家具,Metallic furniture,38121X0022022B,首页 > 其他可运输货物，金属制品、机械和设备除外 > 家具；其他未另列明的可运输货物 > 家具 > 办公室用的其他金属制家具,,1290,kgCO2e,3,2022,m3
厨房橱柜,Kitchen Cabinet,38130X0012012A,首页 > 其他可运输货物，金属制品、机械和设备除外 > 家具；其他未另列明的可运输货物 > 家具 > 厨房用的其他木制家具,,139.08,kgCO2e,5,2012,个
竹质家具,Bamboo furniture,38130X0012014A,首页 > 其他可运输货物，金属制品、机械和设备除外 > 家具；其他未另列明的可运输货物 > 家具 > 厨房用的其他木制家具,,-1.27,tCO2e,4,2014,公吨
餐椅,Dining Chair ,38130X0012022A,首页 > 其他可运输货物，金属制品、机械和设备除外 > 家具；其他未另列明的可运输货物 > 家具 > 厨房用的其他木制家具,JR-AM-21001E,94,kgCO2e,4,2022,台
床垫,mattress,38150X0012018A,首页 > 其他可运输货物，金属制品、机械和设备除外 > 家具；其他未另列明的可运输货物 > 家具 > 床垫支撑架；装有弹簧或内部装填有或贴合有某种材料、或由泡沫橡胶或泡沫塑料制成的床垫，不论有无外罩,,262,kgCO2e,3,2018,个
弹簧床垫,spring mattress,38150X0022018A,首页 > 其他可运输货物，金属制品、机械和设备除外 > 家具；其他未另列明的可运输货物 > 家具 > 床垫支撑架；装有弹簧或内部装填有或贴合有某种材料、或由泡沫橡胶或泡沫塑料制成的床垫，不论有无外罩,,210,kgCO2e,3,2018,个
茶几,Tea Table,38140X0012012A,首页 > 其他可运输货物，金属制品、机械和设备除外 > 家具；其他未另列明的可运输货物 > 家具 > 未另列明的其他家具,,89.9,kgCO2e,5,2012,个
茶水柜,Tea Cabinet,38140X0022012A,首页 > 其他可运输货物，金属制品、机械和设备除外 > 家具；其他未另列明的可运输货物 > 家具 > 未另列明的其他家具,,160.018,kgCO2e,5,2012,个
多功能家具（三聚氰胺板）,Melamine board furniture,38140X0032015A,首页 > 其他可运输货物，金属制品、机械和设备除外 > 家具；其他未另列明的可运输货物 > 家具 > 未另列明的其他家具,,55.87,kgCO2e,5,2015,个
多功能家具（大皮板）,Wood veneer furniture,38140X0042015A,首页 > 其他可运输货物，金属制品、机械和设备除外 > 家具；其他未另列明的可运输货物 > 家具 > 未另列明的其他家具,,74.66,kgCO2e,5,2015,个
多功能家具（拼版）,Handmade furniture,38140X0052015A,首页 > 其他可运输货物，金属制品、机械和设备除外 > 家具；其他未另列明的可运输货物 > 家具 > 未另列明的其他家具,,90.97,kgCO2e,5,2015,个
多功能家具（嵌条板）,Panelled furniture,38140X0062015A,首页 > 其他可运输货物，金属制品、机械和设备除外 > 家具；其他未另列明的可运输货物 > 家具 > 未另列明的其他家具,,101.33,kgCO2e,5,2015,个
床架,bedstead,38140X0072018A,首页 > 其他可运输货物，金属制品、机械和设备除外 > 家具；其他未另列明的可运输货物 > 家具 > 未另列明的其他家具,,39,kgCO2e,3,2018,个
木制花园家具,wooden garden furniture,38140X0082018A,首页 > 其他可运输货物，金属制品、机械和设备除外 > 家具；其他未另列明的可运输货物 > 家具 > 未另列明的其他家具,,41,kgCO2e,3,2018,个
金属花园家具,metal garden furniture,38140X0092018A,首页 > 其他可运输货物，金属制品、机械和设备除外 > 家具；其他未另列明的可运输货物 > 家具 > 未另列明的其他家具,,181,kgCO2e,3,2018,个
树脂柳条花园家具,resin wicker garden furniture,38140X0102018A,首页 > 其他可运输货物，金属制品、机械和设备除外 > 家具；其他未另列明的可运输货物 > 家具 > 未另列明的其他家具,,196,kgCO2e,3,2018,个
布艺沙发,fabric sofa,38140X0112018A,首页 > 其他可运输货物，金属制品、机械和设备除外 > 家具；其他未另列明的可运输货物 > 家具 > 未另列明的其他家具,,104,kgCO2e,3,2018,个
真皮沙发,leather sofa,38140X0122018A,首页 > 其他可运输货物，金属制品、机械和设备除外 > 家具；其他未另列明的可运输货物 > 家具 > 未另列明的其他家具,,96,kgCO2e,3,2018,个
可转换沙发,convertible sofa,38140X0132018A,首页 > 其他可运输货物，金属制品、机械和设备除外 > 家具；其他未另列明的可运输货物 > 家具 > 未另列明的其他家具,,149,kgCO2e,3,2018,个
木质家具,Wooden furniture,38140X0012016A,首页 > 其他可运输货物，金属制品、机械和设备除外 > 家具；其他未另列明的可运输货物 > 家具 > 未另列明的其他家具,,-1.857,tCO2e,4,2016,公吨
竹质家具,Bamboo furniture,38140X0022001A,首页 > 其他可运输货物，金属制品、机械和设备除外 > 家具；其他未另列明的可运输货物 > 家具 > 未另列明的其他家具,,-1.582,tCO2e,4,2001,公吨
木家具,Wood furniture,38140X0012022B,首页 > 其他可运输货物，金属制品、机械和设备除外 > 家具；其他未另列明的可运输货物 > 家具 > 未另列明的其他家具,,509,kgCO2e,3,2022,m3
木家具,Wood furniture,38140X0102021B,首页 > 其他可运输货物，金属制品、机械和设备除外 > 家具；其他未另列明的可运输货物 > 家具 > 未另列明的其他家具,,234,kgCO2e,3,2021,m3
金属家具,Metal furniture,38140X0092021B,首页 > 其他可运输货物，金属制品、机械和设备除外 > 家具；其他未另列明的可运输货物 > 家具 > 未另列明的其他家具,,231,kgCO2e,3,2021,m3
软体家具,Upholstered furniture,38140X0112021B,首页 > 其他可运输货物，金属制品、机械和设备除外 > 家具；其他未另列明的可运输货物 > 家具 > 未另列明的其他家具,,10.2,kgCO2e,3,2021,m3
木家具,Wood furniture,38140X0132022B,首页 > 其他可运输货物，金属制品、机械和设备除外 > 家具；其他未另列明的可运输货物 > 家具 > 未另列明的其他家具,,19.7,kgCO2e,3,2022,m3
金属家具,Metal furniture,38140X0122022B,首页 > 其他可运输货物，金属制品、机械和设备除外 > 家具；其他未另列明的可运输货物 > 家具 > 未另列明的其他家具,,33.6,kgCO2e,3,2022,m3
木家具,Wooden furniture,38140X0162021B,首页 > 其他可运输货物，金属制品、机械和设备除外 > 家具；其他未另列明的可运输货物 > 家具 > 未另列明的其他家具,,683,kgCO2e,4,2021,m3
金属家具,Metallic furniture,38140X0192021B,首页 > 其他可运输货物，金属制品、机械和设备除外 > 家具；其他未另列明的可运输货物 > 家具 > 未另列明的其他家具,,151,kgCO2e,4,2021,m3
软体家具,Upholstered furniture,38140X0202021B,首页 > 其他可运输货物，金属制品、机械和设备除外 > 家具；其他未另列明的可运输货物 > 家具 > 未另列明的其他家具,,12200,kgCO2e,4,2021,m3
浙江欧义竹木制品有限公司竹地垫,"Bamboo Floor Mat - Zhejiang Ouyi Bamboo & Wood Products Co., Ltd.",38140X0282022B,首页 > 其他可运输货物，金属制品、机械和设备除外 > 家具；其他未另列明的可运输货物 > 家具 > 未另列明的其他家具,,0.22,kgCO2e,5,2022,kg
动物废料,Animal waste,39990X0012004A,首页 > 其他可运输货物，金属制品、机械和设备除外 > 废料或碎屑 > 其他废料与碎屑 > 其他未另列明的废弃物,,1.18,tCO2e,4,2004,公吨
亚硫酸盐废液（黑液）,Sulfite waste liquor (black liquor),39990X0022025C,首页 > 其他可运输货物，金属制品、机械和设备除外 > 废料或碎屑 > 其他废料与碎屑 > 其他未另列明的废弃物,,1.12,tCO2e,5,2025,公吨
填埋气体,Landfill gas,39990X0032025C,首页 > 其他可运输货物，金属制品、机械和设备除外 > 废料或碎屑 > 其他废料与碎屑 > 其他未另列明的废弃物,,2.75,tCO2e,5,2025,公吨
污泥气体,Sludge gas,39990X0042025C,首页 > 其他可运输货物，金属制品、机械和设备除外 > 废料或碎屑 > 其他废料与碎屑 > 其他未另列明的废弃物,,2.75,tCO2e,5,2025,公吨
其他生物气体,Other biogas,39990X0052025C,首页 > 其他可运输货物，金属制品、机械和设备除外 > 废料或碎屑 > 其他废料与碎屑 > 其他未另列明的废弃物,,2.75,tCO2e,5,2025,公吨
废油,Waste oil,39990X0062025C,首页 > 其他可运输货物，金属制品、机械和设备除外 > 废料或碎屑 > 其他废料与碎屑 > 其他未另列明的废弃物,,2.95,tCO2e,5,2025,公吨
煤矸石,gangue,39950X0012013A,首页 > 其他可运输货物，金属制品、机械和设备除外 > 废料或碎屑 > 其他废料与碎屑 > 化学工业及其配套工业的废弃物,,1.59,tCO2e,5,2013,公吨
拆除建筑废弃物,Demolition waste,39910X0012022A,首页 > 其他可运输货物，金属制品、机械和设备除外 > 废料或碎屑 > 其他废料与碎屑 > 城市废弃物,,0.2487,kgCO2e,5,2022,kg
城市废弃物（非生物量比例）,Urban waste (non-biomass fraction),39910X0022025C,首页 > 其他可运输货物，金属制品、机械和设备除外 > 废料或碎屑 > 其他废料与碎屑 > 城市废弃物,,0.92,tCO2e,5,2025,公吨
城市废弃物（生物量比例）,Urban waste (biomass fraction),39910X0032025C,首页 > 其他可运输货物，金属制品、机械和设备除外 > 废料或碎屑 > 其他废料与碎屑 > 城市废弃物,,1.16,tCO2e,5,2025,公吨
污泥处置-中温厌氧消化+脱水+填埋/土地利用,Medium temperature anaerobic digestion + dehydration + landfill/land use,39920X0012023A,首页 > 其他可运输货物，金属制品、机械和设备除外 > 废料或碎屑 > 其他废料与碎屑 > 污水污泥,,1410,kgCO2e,5,2023,公吨
污泥处置-脱水+填埋/焚烧,Dehydration + landfill/incineration,39920X0022023A,首页 > 其他可运输货物，金属制品、机械和设备除外 > 废料或碎屑 > 其他废料与碎屑 > 污水污泥,,1881,kgCO2e,5,2023,公吨
污泥处置-高温厌氧消化+脱水+农用,High temperature anaerobic digestion + dehydration + agricultural use,39920X0032023A,首页 > 其他可运输货物，金属制品、机械和设备除外 > 废料或碎屑 > 其他废料与碎屑 > 污水污泥,,471,kgCO2e,4,2023,公吨
污泥处置-中温厌氧消化+脱水+农用,Medium temperature anaerobic digestion + dehydration + agricultural use,39920X0042023A,首页 > 其他可运输货物，金属制品、机械和设备除外 > 废料或碎屑 > 其他废料与碎屑 > 污水污泥,,402,kgCO2e,5,2023,公吨
污泥处置-热水解+中温厌氧消化+脱水+农用,Thermal hydrolysis + medium temperature anaerobic digestion + dehydration + agricultural use,39920X0052023A,首页 > 其他可运输货物，金属制品、机械和设备除外 > 废料或碎屑 > 其他废料与碎屑 > 污水污泥,,405,kgCO2e,5,2023,公吨
木材/木材废弃物,Wood/Wood Waste,39283X0012025C,首页 > 其他可运输货物，金属制品、机械和设备除外 > 废料或碎屑 > 非金属废料或碎屑 > 不成块的木废料和碎屑,,1.74,tCO2e,5,2025,公吨
195/65R15的PCR轮胎,PCR tyre of model 195/65 R15,39260X0022020A,首页 > 其他可运输货物，金属制品、机械和设备除外 > 废料或碎屑 > 非金属废料或碎屑 > 使用过的橡胶充气轮胎,,47.032,kgCO2e,5,2020,kg
275/80R22.5的TBR轮胎,TBR tyre of model 275/80 R22.5,39260X0032020A,首页 > 其他可运输货物，金属制品、机械和设备除外 > 废料或碎屑 > 非金属废料或碎屑 > 使用过的橡胶充气轮胎,,2016.4,kgCO2e,5,2020,条
骨骼及其他产品（牛）,bones and other products（Cow）,39110X0012006A,首页 > 其他可运输货物，金属制品、机械和设备除外 > 废料或碎屑 > 食品工业和烟草工业的废料 > 不适于食用的未处理的下水（包括猪鬃、动物内脏、鸟皮、羽毛、骨、象牙）,,2,kgCO2e,4,2006,kg
工业原木,Insdustrial roundwood,31922X0012014A,首页 > 其他可运输货物，金属制品、机械和设备除外 > 木材、软木、秸秆及编结材料制品 > 其他木制品；软木、编结材料及稻草制品 > 天然软木制品；凝结软木及其制品,,-1.819,tCO2e,4,2014,公吨
强化木地板,laminate flooring,31921X0012014A,首页 > 其他可运输货物，金属制品、机械和设备除外 > 木材、软木、秸秆及编结材料制品 > 其他木制品；软木、编结材料及稻草制品 > 天然软木，略成正方形状、块状、板状、片状和条状、经碾碎，成粒状的或研磨的软木；废软木,,3.132,kgCO2e,5,2014,平方米
实木床头柜	,Solid wood bedside tables	,31911X0012016A,首页 > 其他可运输货物，金属制品、机械和设备除外 > 木材、软木、秸秆及编结材料制品 > 其他木制品；软木、编结材料及稻草制品 > 木制工具、工具的木制主体和把手，扫帚和刷子的木制主体和把手；木制靴楦、鞋楦,,16.5,kgCO2e,5,2016,个
人造板 (创花板),Wood-based panel (creative board),31700X0012020B,首页 > 其他可运输货物，金属制品、机械和设备除外 > 木材、软木、秸秆及编结材料制品 > 包装用木箱、木盒、板条箱、木鼓桶及类似包装容器；木制电缆盘；木制托盘、箱形托盘和其他负载木板；木制桶、琵琶桶、大缸、提桶、其他木桶及木制配件（包括桶板） > 包装用木箱、木盒、板条箱、木鼓桶及类似包装容器；木制电缆盘；木制托盘、箱形托盘和其他负载木板；木制桶、琵琶桶、大缸、提桶、其他木桶及木制配件（包括桶板）,,810,kgCO2e,3,2020,m3
板式床头柜	,Plate bedside tables,31700X0022016A,首页 > 其他可运输货物，金属制品、机械和设备除外 > 木材、软木、秸秆及编结材料制品 > 包装用木箱、木盒、板条箱、木鼓桶及类似包装容器；木制电缆盘；木制托盘、箱形托盘和其他负载木板；木制桶、琵琶桶、大缸、提桶、其他木桶及木制配件（包括桶板） > 包装用木箱、木盒、板条箱、木鼓桶及类似包装容器；木制电缆盘；木制托盘、箱形托盘和其他负载木板；木制桶、琵琶桶、大缸、提桶、其他木桶及木制配件（包括桶板）,,12.36,kgCO2e,5,2016,个
生物基托盘,Bio-based trays,31700X0032024B,首页 > 其他可运输货物，金属制品、机械和设备除外 > 木材、软木、秸秆及编结材料制品 > 包装用木箱、木盒、板条箱、木鼓桶及类似包装容器；木制电缆盘；木制托盘、箱形托盘和其他负载木板；木制桶、琵琶桶、大缸、提桶、其他木桶及木制配件（包括桶板） > 包装用木箱、木盒、板条箱、木鼓桶及类似包装容器；木制电缆盘；木制托盘、箱形托盘和其他负载木板；木制桶、琵琶桶、大缸、提桶、其他木桶及木制配件（包括桶板）,AD-11001100-93,1.8859,kgCO2e,5,2024,个
实木地板,Solid wood flooring,31600X0012007A,首页 > 其他可运输货物，金属制品、机械和设备除外 > 木材、软木、秸秆及编结材料制品 > 建筑用木器及细木器成品（包括格式木镶拼装好的席纹地板块、木瓦及盖屋板） > 建筑用木器及细木器成品（包括格式木镶拼装好的席纹地板块、木瓦及盖屋板）,,-1.455,tCO2e,4,2007,公吨
地板,Wood,31600X0022007A,首页 > 其他可运输货物，金属制品、机械和设备除外 > 木材、软木、秸秆及编结材料制品 > 建筑用木器及细木器成品（包括格式木镶拼装好的席纹地板块、木瓦及盖屋板） > 建筑用木器及细木器成品（包括格式木镶拼装好的席纹地板块、木瓦及盖屋板）,,100,tCO2e,4,2007,公吨
地板,Wood,31600X0032007A,首页 > 其他可运输货物，金属制品、机械和设备除外 > 木材、软木、秸秆及编结材料制品 > 建筑用木器及细木器成品（包括格式木镶拼装好的席纹地板块、木瓦及盖屋板） > 建筑用木器及细木器成品（包括格式木镶拼装好的席纹地板块、木瓦及盖屋板）,,-1.455,tCO2e,4,2007,公吨
纤维板,Fibreboard,31441X0012007A,首页 > 其他可运输货物，金属制品、机械和设备除外 > 木材、软木、秸秆及编结材料制品 > 木板和板条 > 中密度纤维板,,-1.378,tCO2e,4,2007,公吨
胶合板,plywood,10160A0042016A,首页 > 其他可运输货物，金属制品、机械和设备除外 > 木材、软木、秸秆及编结材料制品 > 木板和板条 > 仅用薄针叶木片制成的胶合板,,312.08,kgCO2e,4,2016,m3
单板,Veneer Sheets,31439X0012007A,首页 > 其他可运输货物，金属制品、机械和设备除外 > 木材、软木、秸秆及编结材料制品 > 木板和板条 > 其他木质材料制成的板,,-1.819,tCO2e,4,2007,公吨
竹材地板	,Bamboo Scrimber Flooring,31439X0022019A,首页 > 其他可运输货物，金属制品、机械和设备除外 > 木材、软木、秸秆及编结材料制品 > 木板和板条 > 其他木质材料制成的板,,-14.89,kgCO2e,5,2019,m3
碳纤维拉挤板材,Carbon fiber pultruded sheet,31439X0032022B,首页 > 其他可运输货物，金属制品、机械和设备除外 > 木材、软木、秸秆及编结材料制品 > 木板和板条 > 其他木质材料制成的板,100.9*5mm,3.775,kgCO2e,5,2022,米
茶甡-PrZence 茶基复合建筑板材,Chazence-PrZence Tea-based composite building board,31439X0042024B,首页 > 其他可运输货物，金属制品、机械和设备除外 > 木材、软木、秸秆及编结材料制品 > 木板和板条 > 其他木质材料制成的板,,0.8912,kgCO2e,5,2024,kg
纤维板,Fibreboard,31449X0012019A,首页 > 其他可运输货物，金属制品、机械和设备除外 > 木材、软木、秸秆及编结材料制品 > 木板和板条 > 其他纤维板,,708.74,kgCO2e,5,2019,m3
纤维板,fiberboard,10160A0032016A,首页 > 其他可运输货物，金属制品、机械和设备除外 > 木材、软木、秸秆及编结材料制品 > 木板和板条 > 其他纤维板,,708.74,kgCO2e,4,2016,m3
纤维板,Fibreboard,31449X0012007A,首页 > 其他可运输货物，金属制品、机械和设备除外 > 木材、软木、秸秆及编结材料制品 > 木板和板条 > 其他纤维板,,-1.449,tCO2e,4,2007,公吨
人造板-纤维板, fibreboard,31449X0042018C,首页 > 其他可运输货物，金属制品、机械和设备除外 > 木材、软木、秸秆及编结材料制品 > 木板和板条 > 其他纤维板,,708.74,kgCO2e,5,2018,m3
刨花板,Particle board,31432X0012010A,首页 > 其他可运输货物，金属制品、机械和设备除外 > 木材、软木、秸秆及编结材料制品 > 木板和板条 > 定向刨花板,,-1.376,tCO2e,4,2010,公吨
刨花板,Particle board,31432X0022007A,首页 > 其他可运输货物，金属制品、机械和设备除外 > 木材、软木、秸秆及编结材料制品 > 木板和板条 > 定向刨花板,,-1.515,tCO2e,4,2007,公吨
人造板-刨花板,particleboard,31432X0042018C,首页 > 其他可运输货物，金属制品、机械和设备除外 > 木材、软木、秸秆及编结材料制品 > 木板和板条 > 定向刨花板,,410.79,kgCO2e,5,2018,m3
刨花板,chipboard,31431X0012019A,首页 > 其他可运输货物，金属制品、机械和设备除外 > 木材、软木、秸秆及编结材料制品 > 木板和板条 > 碎料板,,410.79,kgCO2e,5,2019,m3
胶合板,plywood,31450X0012019A,首页 > 其他可运输货物，金属制品、机械和设备除外 > 木材、软木、秸秆及编结材料制品 > 木板和板条 > 胶合板、胶合镶板和类似的层压胶合竹板,,312.08,kgCO2e,5,2019,m3
人造板-木胶合板,Wood-based Panels-Plywood,31450X0012016A,首页 > 其他可运输货物，金属制品、机械和设备除外 > 木材、软木、秸秆及编结材料制品 > 木板和板条 > 胶合板、胶合镶板和类似的层压胶合竹板,,-1.025,tCO2e,4,2016,公吨
人造板-竹胶合板,Wood-based Panels-Plybamboo,31450X0022016A,首页 > 其他可运输货物，金属制品、机械和设备除外 > 木材、软木、秸秆及编结材料制品 > 木板和板条 > 胶合板、胶合镶板和类似的层压胶合竹板,,-1.367,tCO2e,4,2016,公吨
竹木纤维集成墙面,Bamboo and wood fiber integrated wall covering,31450X0062022B,首页 > 其他可运输货物，金属制品、机械和设备除外 > 木材、软木、秸秆及编结材料制品 > 木板和板条 > 胶合板、胶合镶板和类似的层压胶合竹板,,948,kgCO2e,3,2022,m3
竹展开砧板, flattened bamboo chopping board,31450X0132012A,首页 > 其他可运输货物，金属制品、机械和设备除外 > 木材、软木、秸秆及编结材料制品 > 木板和板条 > 胶合板、胶合镶板和类似的层压胶合竹板,,0.1683,kgCO2e,4,2012,块
胶合木,Glued Laminated Timber,31450X0122021B,首页 > 其他可运输货物，金属制品、机械和设备除外 > 木材、软木、秸秆及编结材料制品 > 木板和板条 > 胶合板、胶合镶板和类似的层压胶合竹板,,246,kgCO2e,3,2021,m3
人造板-胶合板, Panels-Plywood,31450X0282018C,首页 > 其他可运输货物，金属制品、机械和设备除外 > 木材、软木、秸秆及编结材料制品 > 木板和板条 > 胶合板、胶合镶板和类似的层压胶合竹板,,312.08,kgCO2e,5,2018,m3
木粒,Wood particle,31220X0012007A,首页 > 其他可运输货物，金属制品、机械和设备除外 > 木材、软木、秸秆及编结材料制品 > 沿其边或面连续成形的木材；木丝、木粉；木片或小木块 > 木丝或木粉,,-1.819,tCO2e,4,2007,公吨
木片,Wood chips,31230X0012007A,首页 > 其他可运输货物，金属制品、机械和设备除外 > 木材、软木、秸秆及编结材料制品 > 沿其边或面连续成形的木材；木丝、木粉；木片或小木块 > 木片或小木块,,-1.546,tCO2e,4,2007,公吨
木片,Wood chips,31230X0022007A,首页 > 其他可运输货物，金属制品、机械和设备除外 > 木材、软木、秸秆及编结材料制品 > 沿其边或面连续成形的木材；木丝、木粉；木片或小木块 > 木片或小木块,,-1.546,tCO2e,4,2007,公吨
重组竹地板,Recombinant bamboo flooring,31212X0012015A,首页 > 其他可运输货物，金属制品、机械和设备除外 > 木材、软木、秸秆及编结材料制品 > 沿其边或面连续成形的木材；木丝、木粉；木片或小木块 > 竹材（沿边或面连续成形的竹材，包括用于镶木地板而未装配的拼花小板条和横饰带，及带珠状缘饰与线脚）,,3.73,kgCO2e,5,2015,m3
重组竹,Bamboo scrimber,31212X0032021B,首页 > 其他可运输货物，金属制品、机械和设备除外 > 木材、软木、秸秆及编结材料制品 > 沿其边或面连续成形的木材；木丝、木粉；木片或小木块 > 竹材（沿边或面连续成形的竹材，包括用于镶木地板而未装配的拼花小板条和横饰带，及带珠状缘饰与线脚）,,2230,kgCO2e,5,2021,m3
重组竹地板,Bamboo scrimber flooring,31212X0022021B,首页 > 其他可运输货物，金属制品、机械和设备除外 > 木材、软木、秸秆及编结材料制品 > 沿其边或面连续成形的木材；木丝、木粉；木片或小木块 > 竹材（沿边或面连续成形的竹材，包括用于镶木地板而未装配的拼花小板条和横饰带，及带珠状缘饰与线脚）,,2800,kgCO2e,5,2021,m3
瓷质砖,Porcelain tile,36910X0072020B,首页 > 其他可运输货物，金属制品、机械和设备除外 > 橡胶和塑料制品 > 其他塑料制品 > 卷状或瓷砖形铺地板用塑料；贴墙或顶棚用塑料,,31.1,kgCO2e,3,2020,平方米
高分子防水卷材(塑料类),Polymer waterproof membrane (plastic),36910X0062020B,首页 > 其他可运输货物，金属制品、机械和设备除外 > 橡胶和塑料制品 > 其他塑料制品 > 卷状或瓷砖形铺地板用塑料；贴墙或顶棚用塑料,,4.12,kgCO2e,3,2020,平方米
高分子防水卷材,Polymer waterproof membrane,36910X0052022B,首页 > 其他可运输货物，金属制品、机械和设备除外 > 橡胶和塑料制品 > 其他塑料制品 > 卷状或瓷砖形铺地板用塑料；贴墙或顶棚用塑料,,4.1,kgCO2e,3,2022,平方米
高分子防水卷材,Polymer waterproof membrane,36910X0042022B,首页 > 其他可运输货物，金属制品、机械和设备除外 > 橡胶和塑料制品 > 其他塑料制品 > 卷状或瓷砖形铺地板用塑料；贴墙或顶棚用塑料,,0.899,kgCO2e,3,2022,平方米
瓷质砖,Porcelain tile,36910X0152020B,首页 > 其他可运输货物，金属制品、机械和设备除外 > 橡胶和塑料制品 > 其他塑料制品 > 卷状或瓷砖形铺地板用塑料；贴墙或顶棚用塑料,,20.3,kgCO2e,3,2020,平方米
塑料地板,FLOOR TILE,36910X0082013A,首页 > 其他可运输货物，金属制品、机械和设备除外 > 橡胶和塑料制品 > 其他塑料制品 > 卷状或瓷砖形铺地板用塑料；贴墙或顶棚用塑料,,22,kgCO2e,4,2013,平方米
